1/24/2017 9:44:08 AM;This seasonal trend for $AAT will be interesting to watch. http://bit.ly/1Y6bX5K;Financhill
1/15/2017 4:57:15 PM;Seasonally, $AAT has risen 12.3% over next 26 weeks. http://bit.ly/1Y6bX5K;Financhill
1/9/2017 7:10:01 PM;$AAT: New SEC Filing for AAT:\nForm SC 13G/A, No. 0000215457-17-000098\nhttp://stocknewsflow.com/1500217_000021545717000098_0000215457-17-000098;VestNews
1/9/2017 7:07:20 PM;Investor BlackRock Inc. just increased their stake in $AAT by 10141% - https://fintel.io/sob/us/aat;risenhoover
1/9/2017 7:05:24 PM;BlackRock, Inc. just provided an update on share ownership of American Assets Trust http://www.conferencecalltranscripts.org/13G/summary/?id=3376299 $AAT;cctranscripts
12/29/2016 12:10:03 PM;The seasonality trend for $AAT might surprise traders this year. http://bit.ly/1Y6bX5K;Financhill
12/25/2016 4:32:07 AM;$AAT analysis available on the fastest growing stock platform, up to +70% AAT accuracy: http://www.stockstinder.com/predictions.php;mscott1330
12/24/2016 3:54:48 PM;$AAT Mizuho Securities reiterates Buy rating https://stocknews.com/news/aat-mizuho-securities-reiterates-buy-rating;StockNews
12/24/2016 2:23:42 AM;American Assets Trust&#39;s buy rating reiterated at Mizuho. http://www.marketbeat.com/r/753171 $AAT;AnalystRatingsNetwork
12/18/2016 5:26:53 PM;$AAT analysis available on the fastest growing stock platform, up to +70% AAT accuracy: http://www.stockstinder.com/predictions.php;cadencesullivan
12/18/2016 4:36:35 PM;$AAT try the fastest growing #1 stock analysis platform. Detailed reliable AAT predictions: http://www.stockstinder.com/predictions.php;cadencesullivan
12/18/2016 3:59:00 PM;$AAT most accurate predictions! 100% transparent accuracy rates, profit on AAT now, see for yourself: http://www.stockstinder.com/predictions.php;cadencesullivan
12/18/2016 3:27:40 PM;$AAT analysis available on fastest growing stock platform with up to +70% AAT accuracy: http://www.stockstinder.com/predictions.php;cadencesullivan
12/18/2016 1:05:48 PM;$AAT try the fastest growing &amp; #1 stock analysis platform. Detailed reliable AAT predictions: http://www.stockstinder.com/predictions.php;cadencesullivan
12/18/2016 12:49:39 PM;$AAT accurate predictions! 100% transparent accuracy rates, profit on AAT now, see for yourself: http://www.stockstinder.com/predictions.php;cadencesullivan
12/15/2016 9:18:42 PM;Major owner of American Assets Trust just cashed-in 273,828 options  http://www.conferencecalltranscripts.org/4/summary/?id=3324920 $AAT;cctranscripts
12/14/2016 12:23:29 PM;$AAT try the fastest growing &amp; #1 stock analysis platform. Detailed reliable AAT predictions: http://www.expatinc.com/new/predictions.php;linsycourtney
12/9/2016 6:38:05 PM;Based on seasonality, what&#39;s next for $AAT? http://bit.ly/1Y6bX5K;Financhill
12/9/2016 1:43:06 AM;Don&#39;t miss out on this one $AAT  http://stockcharts.chartmill.com/u/SkGN2KPme;ChartMill
12/8/2016 9:55:17 PM;American Assets Trust&#39;s Executive Vice President &amp; CFO just disposed of 6,638 shares  http://www.conferencecalltranscripts.org/4/summary2/?id=3307340 $AAT;cctranscripts
12/8/2016 9:52:34 PM;Senior VP of American Assets Trust just disposed of 2,845 shares  http://www.conferencecalltranscripts.org/4/summary/?id=3307305 $AAT;cctranscripts
12/8/2016 9:51:00 PM;American Assets Trust&#39;s V. P. Construction and Devlp just disposed of 1,892 shares  http://www.conferencecalltranscripts.org/4/summary2/?id=3307288 $AAT;cctranscripts
12/8/2016 9:18:04 AM;$AAT: American Assets Trust, Inc is more expensive today at 57x earnings than it was a week ago at 49x earnings. (https://stockflare.com/stocks/AAT);stockflare_alerts
12/8/2016 2:32:16 AM;CEO Reported buys to SEC today: $AAT $SITE $GFN $SOHU see table here http://bit.ly/2hikDIZ;ourfreestockpicks
12/7/2016 10:00:38 PM;Cluster buys reported Dec 7/16 $ITCI $AAT $GFN $DWCH $CIO $ASUR $RVT $RMT $RGT $BWINB See table here http://bit.ly/2gW6SPh;ourfreestockpicks
12/7/2016 9:26:11 PM;Major owner of American Assets Trust just picked up 1,506 shares  http://www.conferencecalltranscripts.org/4/summary2/?id=3303955 $AAT;cctranscripts
12/6/2016 9:12:04 AM;$AAT: The forecast EPS for American Assets Trust, Inc has decreased to $0.73 from $0.8 in the last week. (https://stockflare.com/stocks/AAT);stockflare_alerts
12/2/2016 12:34:27 PM;American Assets Trust&#39;s Executive Vice President &amp; CFO just picked up 21,671 shares  http://www.conferencecalltranscripts.org/4/summary/?id=3292272 $AAT;cctranscripts
12/2/2016 12:33:22 PM;Senior VP of American Assets Trust just picked up 13,191 shares  http://www.conferencecalltranscripts.org/4/summary/?id=3292270 $AAT;cctranscripts
12/2/2016 12:31:18 PM;American Assets Trust&#39;s V. P. Construction and Devlp just picked up 9,422 shares  http://www.conferencecalltranscripts.org/4/summary/?id=3292268 $AAT;cctranscripts
